x,y,z
118.631897,34.846991,0
118.130687,35.308748,0
116.657843,35.857086,2.470491
117.111652,36.357884,0
115.088166,33.369032,0
114.58689,33.83085,0
115.08459,35.303371,2.12262
115.839018,35.884149,1.9757
114.585029,34.839884,1.967823
116.107135,32.319958,0
118.139386,34.596105,0
117.578966,35.858174,0
115.056497,34.081627,1.35851
115.085329,34.794334,2.175426
116.253897,32.81111,0
116.248605,35.771345,2.256517
117.06738,35.772785,0.593581
116.757111,34.339173,2.920643
116.46161,34.338649,2.695254
117.977319,33.781361,0
117.072279,32.976663,0
117.972188,35.003052,0
115.246622,33.674747,0
115.946602,32.978214,0
115.23533,34.38738,2.142683
117.934995,34.29033,0
117.583871,33.021144,0
116.56052,33.027054,0
115.295857,35.100145,2.242514
115.634723,35.6567,2.061649
117.374642,35.647402,0
117.365854,33.678504,0
117.373792,34.492984,0
117.374307,34.18756,0
117.363573,35.002008,0
116.609111,34.480901,3.03069
115.945535,33.587162,0
116.60961,34.196936,1.319755
115.844381,34.490311,2.429543
115.844963,34.184889,1.867359
115.942764,35.08833,2.457862
117.896567,33.373989,0
115.941816,35.62751,2.163168
117.893348,34.697491,0
115.323907,34.08212,1.352763
117.071234,33.572981,0
116.661902,33.570933,0
116.352117,35.109131,2.645937
116.966214,35.100935,1.760351
116.659162,35.107087,2.758155
116.354905,33.56781,0
115.83781,33.879453,0
115.836109,34.795719,2.544586
115.639436,33.072026,0
117.878303,35.308316,0
116.658287,35.604467,2.604541
115.340548,33.369497,0
115.337813,34.794799,2.284667
116.253446,33.068233,0
117.861733,33.984779,0
116.867409,33.091881,0
117.276744,33.092598,0
116.3513,35.573501,2.436487
116.965381,35.574581,1.834829
115.372511,35.303902,2.286692
117.579471,35.571181,0
118.635358,32.828909,0
117.427024,33.882225,0
117.427678,34.696693,0
117.839281,33.577507,0
117.837504,34.493779,0
115.381515,33.878611,0
116.86665,33.524832,0
116.147345,35.153096,2.490892
117.170817,35.153127,0
116.150315,33.523105,0
115.383254,34.591268,2.268058
116.146638,35.555191,2.302205
117.170107,35.556991,0
117.813147,35.104587,0
117.813496,34.900971,0
115.405675,33.573233,0
115.84399,33.137266,0
116.048657,33.137624,0
115.399697,34.285875,2.226896
117.276016,33.507903,0
115.773684,33.675719,0
115.771223,34.999214,2.515139
116.693624,34.339065,3.427237
116.725171,34.453959,3.354858
116.725565,34.224289,1.447182
116.525098,34.338766,2.616098
116.493566,34.223883,1.756891
116.493142,34.453551,2.916751
117.375458,35.183653,0
118.003767,35.733024,0
115.21514,32.944832,0
118.194293,33.00431,0
117.801751,33.781059,0
117.07197,33.15295,0
117.796962,34.188285,0
117.481296,33.158636,0
116.66262,33.160711,0
116.457953,33.160353,0
115.737312,35.519205,2.165305
115.426928,34.998579,2.315503
117.48179,33.475086,0
115.741068,33.472571,0
115.73787,35.202227,2.362455
117.483275,34.900405,0
117.488298,34.391372,0
117.488818,34.085948,0
115.729865,34.591907,2.433853
115.73024,34.388293,2.322902
115.730812,34.082871,1.308697
117.374904,35.498344,0
116.559759,33.461461,0
116.454274,35.217142,2.69059
116.863669,35.213798,2.589493
116.55613,35.496475,2.628381
116.760824,35.496835,2.724964
115.227846,35.685263,2.00131
117.496139,35.104044,0
117.50471,33.678742,0
116.609224,34.416739,3.26564
115.945778,33.448526,0
116.609498,34.261099,1.666071
115.942521,35.226973,2.379816
115.942064,35.486848,2.240481
117.760552,33.373756,0
117.828997,33.11889,0
118.130405,32.323503,0
117.859266,32.686746,0
117.75779,34.697259,0
115.460102,34.082371,1.343912
115.460167,35.202256,2.342882
117.511081,34.595028,0
117.754137,34.391828,0
115.465414,33.776958,0
117.071463,33.442107,0
116.658933,35.237324,2.749399
115.707145,33.879212,0
115.705449,34.795478,2.466366
117.749463,35.308095,0
117.813492,35.53593,0
115.469386,33.369735,0
115.405398,33.135765,0
115.466702,34.795037,2.343922
116.253217,33.199419,0
116.764461,33.442176,0
116.249547,35.235479,2.517171
117.068324,35.236202,0.5205
116.252793,33.441088,0
115.46534,34.489612,2.259612
116.249125,35.475607,2.408678
117.0679,35.477047,0.557248
115.63921,33.20088,0
115.483158,35.998309,1.817395
115.08812,36.354325,1.532456
117.743868,35.00266,0
115.946201,33.207011,0
117.74188,33.984573,0
116.867198,33.212292,0
117.276533,33.213009,0
117.477691,35.248694,0
117.272997,35.248334,0
120.169161,31.578561,0
119.386934,30.793584,0
117.875328,30.793673,0
120.164419,33.087599,0
120.160135,35.602669,0
120.159644,37.111715,0
119.374683,37.89401,0
117.86289,37.888578,0
115.355992,30.789279,0
113.059392,31.566073,0
113.844395,30.783854,0
113.058796,33.075109,0
113.831424,37.884246,0.426004
115.343227,37.884161,0.381337
113.054094,35.590161,1.074416
113.049248,37.099189,0.937551
117.741044,33.679147,0
117.583528,33.216696,0
117.724677,33.214007,0
115.635067,35.461145,2.183789
115.439376,35.490077,2.147302
117.378495,33.424967,0
119.13815,32.079808,0
117.873526,31.822084,0
116.86579,31.821293,0
116.867542,30.821295,0
119.133203,34.091862,0
119.128219,36.103915,0
118.872562,36.862922,0
116.856835,36.857442,1.761676
120.132318,34.59659,0
114.346457,31.814931,0
114.090765,32.574001,0
114.086402,34.083029,1.3013
113.086403,34.081184,0.821763
116.351144,37.856543,0.454259
115.345035,36.855748,1.207864
114.337168,36.854935,1.169539
114.084223,36.095074,1.553924
117.864699,36.86019,0
119.135681,33.085835,0
115.35419,31.817656,0
119.130718,35.100108,0
114.084213,35.08905,1.696468
116.099886,36.356104,1.795191
115.689093,33.573756,0
115.686265,35.100865,2.43611
117.531545,34.798679,0
117.330412,34.022763,0
117.324248,34.834364,0
117.533741,34.289642,0
117.534263,33.984217,0
115.684786,34.490016,2.351534
115.685161,34.286402,2.448957
116.4575,33.418837,0
116.505362,35.066506,2.803217
117.535247,35.002302,0
115.228261,35.460804,2.166688
114.583167,35.848918,1.834673
114.947753,35.572517,2.045126
114.954493,35.96006,1.798214
116.679877,34.404617,3.61753
116.6801,34.273469,1.281311
116.538855,34.273221,1.941027
116.538611,34.404369,2.954622
116.507968,33.612173,0
117.539392,33.576993,0
117.539043,33.780609,0
117.415963,34.298045,0
117.270085,34.289949,0
115.802909,34.295225,2.509352
115.94881,34.287652,2.054937
116.811881,35.063727,2.877359
115.843504,33.4144,0
116.048171,33.414759,0
116.044808,35.261094,2.395516
115.840114,35.260734,2.33831
115.878449,34.644049,2.548552
115.879586,34.031276,0.821097
117.539821,34.493269,0
116.969178,33.4143,0
117.173845,33.414659,0
116.761232,35.264586,3.005994
116.556538,35.264226,2.748545
115.679084,33.980968,0.303352
115.67946,33.777353,0
115.677392,34.897233,2.456288
115.677768,34.693619,2.444
116.662177,33.413902,0
116.351845,35.263609,2.583312
116.965927,35.264521,1.798164
118.633627,33.83795,0
117.11877,32.32173,0
118.323313,35.014937,0
114.895469,33.662832,0
115.934085,32.626458,0
120.080938,32.081425,0
118.882915,30.87984,0
120.078,33.590466,0
120.073691,36.105536,0
118.870904,37.806009,0
117.359106,37.802901,0
114.851976,30.873225,0
115.85971,30.874991,0
113.14584,32.069245,0
114.33551,37.79803,0.486303
113.138763,36.09333,1.073888
113.140619,35.087309,1.210586
118.384097,31.877026,0
117.386601,33.539764,0
119.196192,32.582923,0
117.369762,31.762467,0
116.362027,31.760817,0
117.371305,30.881759,0
119.072436,34.595486,0
118.368528,36.919862,0
116.352798,36.916089,1.489684
120.071233,35.099501,0
114.850426,31.757939,0
114.028235,33.076897,0
114.145599,33.577777,0
113.147586,33.578285,0
115.847316,37.796124,0.46118
114.840999,36.913657,1.134923
117.360663,36.917977,0
119.194379,33.588951,0
119.192971,35.601011,0
114.023363,35.591949,1.571637
114.146733,34.586816,1.807522
120.071487,32.584424,0
118.379032,30.88749,0
120.068893,34.093466,0
120.06458,36.608536,0
118.366986,37.796596,0
116.855188,37.793929,0.799137
114.348094,30.880436,0
116.363563,30.883967,0
113.153504,32.572272,0
114.839457,37.790392,0.476686
113.146087,36.596356,1.042944
113.149799,34.584314,1.347254
115.858167,31.755902,0
115.848858,36.919226,1.25598
115.842327,33.531605,0
115.839333,35.143507,2.409943
117.276191,33.407914,0
115.673485,33.675534,0
115.671033,34.999029,2.460757
117.435144,33.758908,0
117.292862,33.811464,0
117.204183,33.676267,0
117.132542,34.469358,0
117.00493,34.533899,1.016319
117.010001,34.681321,1.095698
117.247963,34.534316,0
117.259634,34.69107,0
117.019564,34.404404,0.705697
116.882995,34.20536,1.907068
117.013474,34.262209,0.764518
116.085718,34.467519,2.558901
116.213097,34.532514,2.735599
116.207508,34.679924,2.750393
115.970069,34.532066,2.542125
116.198926,34.402968,2.5656
116.336204,34.204401,1.825715
116.205525,34.260793,2.066747
116.025448,33.517983,0
116.081736,33.663752,0
115.945605,33.746436,0
